 , , OBJECT 1, , , , , , , OBJECT 2,,,,,,,,,,,,,,,,
0.186, ,1.18601,0.055803,1,0.3,0,0, ,1.90699,0.406995,-0.5,-0.5,0,0,,,,,,,,,,,
0.187, ,1.18701,0.056103,1,0.3,0,0, ,1.90649,0.406495,-0.5,-0.5,0,0,,,,,,,,,,,
0.188, ,1.18801,0.056403,1,0.3,0,0, ,1.90599,0.405995,-0.5,-0.5,0,0,,,,,,,,,,,
0.189, ,1.18901,0.056703,1,0.3,0,0, ,1.90549,0.405495,-0.5,-0.5,0,0,,,,,,,,,,,
0.19, ,1.19001,0.057003,1,0.3,0,0, ,1.90499,0.404995,-0.5,-0.5,0,0,,,,,,,,,,,
0.191, ,1.19101,0.057303,1,0.3,0,0, ,1.90449,0.404495,-0.5,-0.5,0,0,,,,,,,,,,,
0.192, ,1.19201,0.057603,1,0.3,0,0, ,1.90399,0.403995,-0.5,-0.5,0,0,,,,,,,,,,,
0.193, ,1.19301,0.057903,1,0.3,0,0, ,1.90349,0.403495,-0.5,-0.5,0,0,,,,,,,,,,,
0.194, ,1.19401,0.058203,1,0.3,0,0, ,1.90299,0.402995,-0.5,-0.5,0,0,,,,,,,,,,,
0.195, ,1.19501,0.058503,1,0.3,0,0, ,1.90249,0.402495,-0.5,-0.5,0,0,,,,,,,,,,,
0.196, ,1.19601,0.058803,1,0.3,0,0, ,1.90199,0.401995,-0.5,-0.5,0,0,,,,,,,,,,,
0.197, ,1.19701,0.059103,1,0.3,0,0, ,1.90149,0.401495,-0.5,-0.5,0,0,,,,,,,,,,,
0.198, ,1.19801,0.059403,1,0.3,0,0, ,1.90099,0.400995,-0.5,-0.5,0,0,,,,,,,,,,,
0.199, ,1.19901,0.059703,1,0.3,0,0, ,1.90049,0.400495,-0.5,-0.5,0,0,,,,,,,,,,,
0.2, ,1.20001,0.060003,1,0.3,0,0, ,1.89999,0.399995,-0.5,-0.5,0,0,,,,,,,,,,,
0.201, ,1.20101,0.060303,1,0.3,0,0, ,1.89949,0.399495,-0.5,-0.5,0,0,,,,,,,,,,,
0.202, ,1.20201,0.060603,1,0.3,0,0, ,1.89899,0.398995,-0.5,-0.5,0,0,,,,,,,,,,,
0.203, ,1.20301,0.060903,1,0.3,0,0, ,1.89849,0.398495,-0.5,-0.5,0,0,,,,,,,,,,,
0.204, ,1.20401,0.061203,1,0.3,0,0, ,1.89799,0.397995,-0.5,-0.5,0,0,,,,,,,,,,,
0.205, ,1.20501,0.061503,1,0.3,0,0, ,1.89749,0.397495,-0.5,-0.5,0,0,,,,,,,,,,,
0.206, ,1.20601,0.061803,1,0.3,0,0, ,1.89699,0.396995,-0.5,-0.5,0,0,,,,,,,,,,,
0.207, ,1.20701,0.062103,1,0.3,0,0, ,1.89649,0.396495,-0.5,-0.5,0,0,,,,,,,,,,,
0.208, ,1.20801,0.062403,1,0.3,0,0, ,1.89599,0.395995,-0.5,-0.5,0,0,,,,,,,,,,,
0.209, ,1.20901,0.062703,1,0.3,0,0, ,1.89549,0.395495,-0.5,-0.5,0,0,,,,,,,,,,,
0.21, ,1.21001,0.063003,1,0.3,0,0, ,1.89499,0.394995,-0.5,-0.5,0,0,,,,,,,,,,,
0.211, ,1.21101,0.063303,1,0.3,0,0, ,1.89449,0.394495,-0.5,-0.5,0,0,,,,,,,,,,,
0.212, ,1.21201,0.063603,1,0.3,0,0, ,1.89399,0.393995,-0.5,-0.5,0,0,,,,,,,,,,,
0.213, ,1.21301,0.063903,1,0.3,0,0, ,1.89349,0.393495,-0.5,-0.5,0,0,,,,,,,,,,,
0.214, ,1.21401,0.064203,1,0.3,0,0, ,1.89299,0.392995,-0.5,-0.5,0,0,,,,,,,,,,,
0.215, ,1.21501,0.064503,1,0.3,0,0, ,1.89249,0.392495,-0.5,-0.5,0,0,,,,,,,,,,,
0.216, ,1.21601,0.064803,1,0.3,0,0, ,1.89199,0.391995,-0.5,-0.5,0,0,,,,,,,,,,,
0.217, ,1.21701,0.065103,1,0.3,0,0, ,1.89149,0.391495,-0.5,-0.5,0,0,,,,,,,,,,,
0.218, ,1.21801,0.065403,1,0.3,0,0, ,1.89099,0.390995,-0.5,-0.5,0,0,,,,,,,,,,,
0.219, ,1.21901,0.065703,1,0.3,0,0, ,1.89049,0.390495,-0.5,-0.5,0,0,,,,,,,,,,,
0.22, ,1.22001,0.066003,1,0.3,0,0, ,1.88999,0.389995,-0.5,-0.5,0,0,,,,,,,,,,,
0.221, ,1.22101,0.066303,1,0.3,0,0, ,1.88949,0.389495,-0.5,-0.5,0,0,,,,,,,,,,,
0.222, ,1.22201,0.066603,1,0.3,0,0, ,1.88899,0.388995,-0.5,-0.5,0,0,,,,,,,,,,,
0.223, ,1.22301,0.066903,1,0.3,0,0, ,1.88849,0.388495,-0.5,-0.5,0,0,,,,,,,,,,,
0.224, ,1.22401,0.067203,1,0.3,0,0, ,1.88799,0.387995,-0.5,-0.5,0,0,,,,,,,,,,,
0.225, ,1.22501,0.067503,1,0.3,0,0, ,1.88749,0.387495,-0.5,-0.5,0,0,,,,,,,,,,,
0.226, ,1.22601,0.067803,1,0.3,0,0, ,1.88699,0.386995,-0.5,-0.5,0,0,,,,,,,,,,,
0.227, ,1.22701,0.068103,1,0.3,0,0, ,1.88649,0.386495,-0.5,-0.5,0,0,,,,,,,,,,,
0.228, ,1.22801,0.068403,1,0.3,0,0, ,1.88599,0.385995,-0.5,-0.5,0,0,,,,,,,,,,,
0.229, ,1.22901,0.068703,1,0.3,0,0, ,1.88549,0.385495,-0.5,-0.5,0,0,,,,,,,,,,,
0.23, ,1.23001,0.069003,1,0.3,0,0, ,1.88499,0.384995,-0.5,-0.5,0,0,,,,,,,,,,,
0.231, ,1.23101,0.069303,1,0.3,0,0, ,1.88449,0.384495,-0.5,-0.5,0,0,,,,,,,,,,,
0.232, ,1.23201,0.069603,1,0.3,0,0, ,1.88399,0.383995,-0.5,-0.5,0,0,,,,,,,,,,,
0.233, ,1.23301,0.069903,1,0.3,0,0, ,1.88349,0.383495,-0.5,-0.5,0,0,,,,,,,,,,,
0.234, ,1.23401,0.070203,1,0.3,0,0, ,1.88299,0.382995,-0.5,-0.5,0,0,,,,,,,,,,,
0.235, ,1.23501,0.070503,1,0.3,0,0, ,1.88249,0.382495,-0.5,-0.5,0,0,,,,,,,,,,,
0.236, ,1.23601,0.070803,1,0.3,0,0, ,1.88199,0.381995,-0.5,-0.5,0,0,,,,,,,,,,,
0.237, ,1.23701,0.071103,1,0.3,0,0, ,1.88149,0.381495,-0.5,-0.5,0,0,,,,,,,,,,,
0.238, ,1.23801,0.071403,1,0.3,0,0, ,1.88099,0.380995,-0.5,-0.5,0,0,,,,,,,,,,,
0.239, ,1.23901,0.071703,1,0.3,0,0, ,1.88049,0.380495,-0.5,-0.5,0,0,,,,,,,,,,,
0.24, ,1.24001,0.072003,1,0.3,0,0, ,1.87999,0.379995,-0.5,-0.5,0,0,,,,,,,,,,,
0.241, ,1.24101,0.072303,1,0.3,0,0, ,1.87949,0.379495,-0.5,-0.5,0,0,,,,,,,,,,,
0.242, ,1.24201,0.072603,1,0.3,0,0, ,1.87899,0.378995,-0.5,-0.5,0,0,,,,,,,,,,,
0.243, ,1.24301,0.072903,1,0.3,0,0, ,1.87849,0.378495,-0.5,-0.5,0,0,,,,,,,,,,,
0.244, ,1.24401,0.073203,1,0.3,0,0, ,1.87799,0.377995,-0.5,-0.5,0,0,,,,,,,,,,,
0.245, ,1.24501,0.073503,1,0.3,0,0, ,1.87749,0.377495,-0.5,-0.5,0,0,,,,,,,,,,,
0.246, ,1.24601,0.073803,1,0.3,0,0, ,1.87699,0.376995,-0.5,-0.5,0,0,,,,,,,,,,,
0.247, ,1.24701,0.074103,1,0.3,0,0, ,1.87649,0.376495,-0.5,-0.5,0,0,,,,,,,,,,,
0.248, ,1.24801,0.074403,1,0.3,0,0, ,1.87599,0.375995,-0.5,-0.5,0,0,,,,,,,,,,,
0.249, ,1.24901,0.074703,1,0.3,0,0, ,1.87549,0.375495,-0.5,-0.5,0,0,,,,,,,,,,,
0.25, ,1.25001,0.075003,1,0.3,0,0, ,1.87499,0.374995,-0.5,-0.5,0,0,,,,,,,,,,,
0.251, ,1.25101,0.075303,1,0.3,0,0, ,1.87449,0.374495,-0.5,-0.5,0,0,,,,,,,,,,,
0.252, ,1.25201,0.075603,1,0.3,0,0, ,1.87399,0.373995,-0.5,-0.5,0,0,,,,,,,,,,,
0.253, ,1.25301,0.075903,1,0.3,0,0, ,1.87349,0.373495,-0.5,-0.5,0,0,,,,,,,,,,,
0.254, ,1.25401,0.076203,1,0.3,0,0, ,1.87299,0.372995,-0.5,-0.5,0,0,,,,,,,,,,,
0.255, ,1.25501,0.076503,1,0.3,0,0, ,1.87249,0.372495,-0.5,-0.5,0,0,,,,,,,,,,,
0.256, ,1.25601,0.076803,1,0.3,0,0, ,1.87199,0.371995,-0.5,-0.5,0,0,,,,,,,,,,,
0.257, ,1.25701,0.077103,1,0.3,0,0, ,1.87149,0.371495,-0.5,-0.5,0,0,,,,,,,,,,,
0.258, ,1.25801,0.077403,1,0.3,0,0, ,1.87099,0.370995,-0.5,-0.5,0,0,,,,,,,,,,,
0.259, ,1.25901,0.077703,1,0.3,0,0, ,1.87049,0.370495,-0.5,-0.5,0,0,,,,,,,,,,,
0.26, ,1.26001,0.078003,1,0.3,0,0, ,1.86999,0.369995,-0.5,-0.5,0,0,,,,,,,,,,,
0.261, ,1.26101,0.078303,1,0.3,0,0, ,1.86949,0.369495,-0.5,-0.5,0,0,,,,,,,,,,,
0.262, ,1.26201,0.078603,1,0.3,0,0, ,1.86899,0.368995,-0.5,-0.5,0,0,,,,,,,,,,,
0.263, ,1.26301,0.078903,1,0.3,0,0, ,1.86849,0.368495,-0.5,-0.5,0,0,,,,,,,,,,,
0.264, ,1.26401,0.079203,1,0.3,0,0, ,1.86799,0.367995,-0.5,-0.5,0,0,,,,,,,,,,,
0.265, ,1.26501,0.079503,1,0.3,0,0, ,1.86749,0.367495,-0.5,-0.5,0,0,,,,,,,,,,,
0.266, ,1.26601,0.079803,1,0.3,0,0, ,1.86699,0.366995,-0.5,-0.5,0,0,,,,,,,,,,,
0.267, ,1.26701,0.080103,1,0.3,0,0, ,1.86649,0.366495,-0.5,-0.5,0,0,,,,,,,,,,,
0.268, ,1.26801,0.080403,1,0.3,0,0, ,1.86599,0.365995,-0.5,-0.5,0,0,,,,,,,,,,,
0.269, ,1.26901,0.080703,1,0.3,0,0, ,1.86549,0.365495,-0.5,-0.5,0,0,,,,,,,,,,,
0.27, ,1.27001,0.081003,1,0.3,0,0, ,1.86499,0.364995,-0.5,-0.5,0,0,,,,,,,,,,,
0.271, ,1.27101,0.081303,1,0.3,0,0, ,1.86449,0.364495,-0.5,-0.5,0,0,,,,,,,,,,,
0.272, ,1.27201,0.081603,1,0.3,0,0, ,1.86399,0.363995,-0.5,-0.5,0,0,,,,,,,,,,,
0.273, ,1.27301,0.081903,1,0.3,0,0, ,1.86349,0.363495,-0.5,-0.5,0,0,,,,,,,,,,,
0.274, ,1.27401,0.082203,1,0.3,0,0, ,1.86299,0.362995,-0.5,-0.5,0,0,,,,,,,,,,,
0.275, ,1.27501,0.082503,1,0.3,0,0, ,1.86249,0.362495,-0.5,-0.5,0,0,,,,,,,,,,,
0.276, ,1.27601,0.082803,1,0.3,0,0, ,1.86199,0.361995,-0.5,-0.5,0,0,,,,,,,,,,,
0.277, ,1.27701,0.083103,1,0.3,0,0, ,1.86149,0.361495,-0.5,-0.5,0,0,,,,,,,,,,,
0.278, ,1.27801,0.083403,1,0.3,0,0, ,1.86099,0.360995,-0.5,-0.5,0,0,,,,,,,,,,,
0.279, ,1.27901,0.083703,1,0.3,0,0, ,1.86049,0.360495,-0.5,-0.5,0,0,,,,,,,,,,,
0.28, ,1.28001,0.084003,1,0.3,0,0, ,1.85999,0.359995,-0.5,-0.5,0,0,,,,,,,,,,,
0.281, ,1.28101,0.084303,1,0.3,0,0, ,1.85949,0.359495,-0.5,-0.5,0,0,,,,,,,,,,,
0.282, ,1.28201,0.084603,1,0.3,0,0, ,1.85899,0.358995,-0.5,-0.5,0,0,,,,,,,,,,,
0.283, ,1.28301,0.084903,1,0.3,0,0, ,1.85849,0.358495,-0.5,-0.5,0,0,,,,,,,,,,,
0.284, ,1.28401,0.085203,1,0.3,0,0, ,1.85799,0.357995,-0.5,-0.5,0,0,,,,,,,,,,,
0.285, ,1.28501,0.085503,1,0.3,0,0, ,1.85749,0.357495,-0.5,-0.5,0,0,,,,,,,,,,,
0.286, ,1.28601,0.085803,1,0.3,0,0, ,1.85699,0.356995,-0.5,-0.5,0,0,,,,,,,,,,,
0.287, ,1.28701,0.086103,1,0.3,0,0, ,1.85649,0.356495,-0.5,-0.5,0,0,,,,,,,,,,,
0.288, ,1.28801,0.086403,1,0.3,0,0, ,1.85599,0.355995,-0.5,-0.5,0,0,,,,,,,,,,,
0.289, ,1.28901,0.086703,1,0.3,0,0, ,1.85549,0.355495,-0.5,-0.5,0,0,,,,,,,,,,,
0.29, ,1.29001,0.087003,1,0.3,0,0, ,1.85499,0.354995,-0.5,-0.5,0,0,,,,,,,,,,,
0.291, ,1.29101,0.087303,1,0.3,0,0, ,1.85449,0.354495,-0.5,-0.5,0,0,,,,,,,,,,,
0.292, ,1.29201,0.087603,1,0.3,0,0, ,1.85399,0.353995,-0.5,-0.5,0,0,,,,,,,,,,,
0.293, ,1.29301,0.087903,1,0.3,0,0, ,1.85349,0.353495,-0.5,-0.5,0,0,,,,,,,,,,,
0.294, ,1.29401,0.088203,1,0.3,0,0, ,1.85299,0.352995,-0.5,-0.5,0,0,,,,,,,,,,,
0.295, ,1.29501,0.088503,1,0.3,0,0, ,1.85249,0.352495,-0.5,-0.5,0,0,,,,,,,,,,,
0.296, ,1.29601,0.088803,1,0.3,0,0, ,1.85199,0.351995,-0.5,-0.5,0,0,,,,,,,,,,,
0.297, ,1.29701,0.089103,1,0.3,0,0, ,1.85149,0.351495,-0.5,-0.5,0,0,,,,,,,,,,,
0.298, ,1.29801,0.089403,1,0.3,0,0, ,1.85099,0.350995,-0.5,-0.5,0,0,,,,,,,,,,,
0.299, ,1.29901,0.089703,1,0.3,0,0, ,1.85049,0.350495,-0.5,-0.5,0,0,,,,,,,,,,,
0.3, ,1.30001,0.090003,1,0.3,0,0, ,1.84999,0.349995,-0.5,-0.5,0,0,,,,,,,,,,,
0.301, ,1.30101,0.090303,1,0.3,0,0, ,1.84949,0.349495,-0.5,-0.5,0,0,,,,,,,,,,,
0.302, ,1.30201,0.090603,1,0.3,0,0, ,1.84899,0.348995,-0.5,-0.5,0,0,,,,,,,,,,,
0.303, ,1.30301,0.090903,1,0.3,0,0, ,1.84849,0.348495,-0.5,-0.5,0,0,,,,,,,,,,,
0.304, ,1.30401,0.091203,1,0.3,0,0, ,1.84799,0.347995,-0.5,-0.5,0,0,,,,,,,,,,,
0.305, ,1.30501,0.091503,1,0.3,0,0, ,1.84749,0.347495,-0.5,-0.5,0,0,,,,,,,,,,,
0.306, ,1.30601,0.091803,1,0.3,0,0, ,1.84699,0.346995,-0.5,-0.5,0,0,,,,,,,,,,,
0.307, ,1.30701,0.092103,1,0.3,0,0, ,1.84649,0.346495,-0.5,-0.5,0,0,,,,,,,,,,,
0.308, ,1.30801,0.092403,1,0.3,0,0, ,1.84599,0.345995,-0.5,-0.5,0,0,,,,,,,,,,,
0.309, ,1.30901,0.092703,1,0.3,0,0, ,1.84549,0.345495,-0.5,-0.5,0,0,,,,,,,,,,,
0.31, ,1.31001,0.093003,1,0.3,0,0, ,1.84499,0.344995,-0.5,-0.5,0,0,,,,,,,,,,,
0.311, ,1.31101,0.093303,1,0.3,0,0, ,1.84449,0.344495,-0.5,-0.5,0,0,,,,,,,,,,,
0.312, ,1.31201,0.093603,1,0.3,0,0, ,1.84399,0.343995,-0.5,-0.5,0,0,,,,,,,,,,,
0.313, ,1.31301,0.093903,1,0.3,0,0, ,1.84349,0.343495,-0.5,-0.5,0,0,,,,,,,,,,,
0.314, ,1.31401,0.094203,1,0.3,0,0, ,1.84299,0.342995,-0.5,-0.5,0,0,,,,,,,,,,,
0.315, ,1.31501,0.094503,1,0.3,0,0, ,1.84249,0.342495,-0.5,-0.5,0,0,,,,,,,,,,,
0.316, ,1.31601,0.094803,1,0.3,0,0, ,1.84199,0.341995,-0.5,-0.5,0,0,,,,,,,,,,,
0.317, ,1.31701,0.095103,1,0.3,0,0, ,1.84149,0.341495,-0.5,-0.5,0,0,,,,,,,,,,,
0.318, ,1.31801,0.095403,1,0.3,0,0, ,1.84099,0.340995,-0.5,-0.5,0,0,,,,,,,,,,,
0.319, ,1.31901,0.095703,1,0.3,0,0, ,1.84049,0.340495,-0.5,-0.5,0,0,,,,,,,,,,,
0.32, ,1.32001,0.096003,1,0.3,0,0, ,1.83999,0.339995,-0.5,-0.5,0,0,,,,,,,,,,,
0.321, ,1.32101,0.096303,1,0.3,0,0, ,1.83949,0.339495,-0.5,-0.5,0,0,,,,,,,,,,,
0.322, ,1.32201,0.096603,1,0.3,0,0, ,1.83899,0.338995,-0.5,-0.5,0,0,,,,,,,,,,,
0.323, ,1.32301,0.096903,1,0.3,0,0, ,1.83849,0.338495,-0.5,-0.5,0,0,,,,,,,,,,,
0.324, ,1.32401,0.097203,1,0.3,0,0, ,1.83799,0.337995,-0.5,-0.5,0,0,,,,,,,,,,,
0.325, ,1.32501,0.097503,1,0.3,0,0, ,1.83749,0.337495,-0.5,-0.5,0,0,,,,,,,,,,,
0.326, ,1.32601,0.097803,1,0.3,0,0, ,1.83699,0.336995,-0.5,-0.5,0,0,,,,,,,,,,,
0.327, ,1.32701,0.098103,1,0.3,0,0, ,1.83649,0.336495,-0.5,-0.5,0,0,,,,,,,,,,,
0.328, ,1.32801,0.098403,1,0.3,0,0, ,1.83599,0.335995,-0.5,-0.5,0,0,,,,,,,,,,,
0.329, ,1.32901,0.098703,1,0.3,0,0, ,1.83549,0.335495,-0.5,-0.5,0,0,,,,,,,,,,,
0.33, ,1.33001,0.099003,1,0.3,0,0, ,1.83499,0.334995,-0.5,-0.5,0,0,,,,,,,,,,,
0.331, ,1.33101,0.099303,1,0.3,0,0, ,1.83449,0.334495,-0.5,-0.5,0,0,,,,,,,,,,,
0.332, ,1.33201,0.099603,1,0.3,0,0, ,1.83399,0.333995,-0.5,-0.5,0,0,,,,,,,,,,,
0.333, ,1.33301,0.099903,1,0.3,0,0, ,1.83349,0.333495,-0.5,-0.5,0,0,,,,,,,,,,,
0.334, ,1.33401,0.100203,1,0.3,0,0, ,1.83299,0.332995,-0.5,-0.5,0,0,,,,,,,,,,,
0.335, ,1.33501,0.100503,1,0.3,0,0, ,1.83249,0.332495,-0.5,-0.5,0,0,,,,,,,,,,,
0.336, ,1.33601,0.100803,1,0.3,0,0, ,1.83199,0.331995,-0.5,-0.5,0,0,,,,,,,,,,,
0.337, ,1.33701,0.101103,1,0.3,0,0, ,1.83149,0.331495,-0.5,-0.5,0,0,,,,,,,,,,,
0.338, ,1.33801,0.101403,1,0.3,0,0, ,1.83099,0.330995,-0.5,-0.5,0,0,,,,,,,,,,,
0.339, ,1.33901,0.101703,1,0.3,0,0, ,1.83049,0.330495,-0.5,-0.5,0,0,,,,,,,,,,,
0.34, ,1.34001,0.102003,1,0.3,0,0, ,1.82999,0.329995,-0.5,-0.5,0,0,,,,,,,,,,,
0.341, ,1.34101,0.102303,1,0.3,0,0, ,1.82949,0.329495,-0.5,-0.5,0,0,,,,,,,,,,,
0.342, ,1.34201,0.102603,1,0.3,0,0, ,1.82899,0.328995,-0.5,-0.5,0,0,,,,,,,,,,,
0.343, ,1.34301,0.102903,1,0.3,0,0, ,1.82849,0.328495,-0.5,-0.5,0,0,,,,,,,,,,,
0.344, ,1.34401,0.103203,1,0.3,0,0, ,1.82799,0.327995,-0.5,-0.5,0,0,,,,,,,,,,,
0.345, ,1.34501,0.103503,1,0.3,0,0, ,1.82749,0.327495,-0.5,-0.5,0,0,,,,,,,,,,,
0.346, ,1.34601,0.103803,1,0.3,0,0, ,1.82699,0.326995,-0.5,-0.5,0,0,,,,,,,,,,,
0.347, ,1.34701,0.104103,1,0.3,0,0, ,1.82649,0.326495,-0.5,-0.5,0,0,,,,,,,,,,,
0.348, ,1.34801,0.104403,1,0.3,0,0, ,1.82599,0.325995,-0.5,-0.5,0,0,,,,,,,,,,,
0.349, ,1.34901,0.104703,1,0.3,0,0, ,1.82549,0.325495,-0.5,-0.5,0,0,,,,,,,,,,,
0.35, ,1.35001,0.105003,1,0.3,0,0, ,1.82499,0.324995,-0.5,-0.5,0,0,,,,,,,,,,,
0.351, ,1.35101,0.105303,1,0.3,0,0, ,1.82449,0.324495,-0.5,-0.5,0,0,,,,,,,,,,,
0.352, ,1.35201,0.105603,1,0.3,0,0, ,1.82399,0.323995,-0.5,-0.5,0,0,,,,,,,,,,,
0.353, ,1.35301,0.105903,1,0.3,0,0, ,1.82349,0.323495,-0.5,-0.5,0,0,,,,,,,,,,,
0.354, ,1.35401,0.106203,1,0.3,0,0, ,1.82299,0.322995,-0.5,-0.5,0,0,,,,,,,,,,,
0.355, ,1.35501,0.106503,1,0.3,0,0, ,1.82249,0.322495,-0.5,-0.5,0,0,,,,,,,,,,,
0.356, ,1.35601,0.106803,1,0.3,0,0, ,1.82199,0.321995,-0.5,-0.5,0,0,,,,,,,,,,,
0.357, ,1.35701,0.107103,1,0.3,0,0, ,1.82149,0.321495,-0.5,-0.5,0,0,,,,,,,,,,,
0.358, ,1.35801,0.107403,1,0.3,0,0, ,1.82099,0.320995,-0.5,-0.5,0,0,,,,,,,,,,,
0.359, ,1.35901,0.107703,1,0.3,0,0, ,1.82049,0.320495,-0.5,-0.5,0,0,,,,,,,,,,,
0.36, ,1.36001,0.108003,1,0.3,0,0, ,1.81999,0.319995,-0.5,-0.5,0,0,,,,,,,,,,,
0.361, ,1.36101,0.108303,1,0.3,0,0, ,1.81949,0.319495,-0.5,-0.5,0,0,,,,,,,,,,,
0.362, ,1.36201,0.108603,1,0.3,0,0, ,1.81899,0.318995,-0.5,-0.5,0,0,,,,,,,,,,,
0.363, ,1.36301,0.108903,1,0.3,0,0, ,1.81849,0.318495,-0.5,-0.5,0,0,,,,,,,,,,,
0.364, ,1.36401,0.109203,1,0.3,0,0, ,1.81799,0.317995,-0.5,-0.5,0,0,,,,,,,,,,,
0.365, ,1.36501,0.109503,1,0.3,0,0, ,1.81749,0.317495,-0.5,-0.5,0,0,,,,,,,,,,,
0.366, ,1.36601,0.109803,1,0.3,0,0, ,1.81699,0.316995,-0.5,-0.5,0,0,,,,,,,,,,,
0.367, ,1.36701,0.110103,1,0.3,0,0, ,1.81649,0.316495,-0.5,-0.5,0,0,,,,,,,,,,,
0.368, ,1.36801,0.110403,1,0.3,0,0, ,1.81599,0.315995,-0.5,-0.5,0,0,,,,,,,,,,,
0.369, ,1.36901,0.110703,1,0.3,0,0, ,1.81549,0.315495,-0.5,-0.5,0,0,,,,,,,,,,,
0.37, ,1.37001,0.111003,1,0.3,0,0, ,1.81499,0.314995,-0.5,-0.5,0,0,,,,,,,,,,,
0.371, ,1.37101,0.111303,1,0.3,0,0, ,1.81449,0.314495,-0.5,-0.5,0,0,,,,,,,,,,,
0.372, ,1.37201,0.111603,1,0.3,0,0, ,1.81399,0.313995,-0.5,-0.5,0,0,,,,,,,,,,,
0.373, ,1.37301,0.111903,1,0.3,0,0, ,1.81349,0.313495,-0.5,-0.5,0,0,,,,,,,,,,,
0.374, ,1.37401,0.112203,1,0.3,0,0, ,1.81299,0.312995,-0.5,-0.5,0,0,,,,,,,,,,,
